-1.006954+0.030466j,0.693147+3.141593j,0.693147+3.141593j,0.000000
-1.006818+0.030398j,0.693148+3.141593j,0.693147+3.141592j,0.000000
-1.006738+0.030358j,0.693148+3.141593j,0.693147+3.141592j,0.000000
-1.006671+0.030324j,0.693148+3.141593j,0.693147+3.141592j,0.000000
-1.006611+0.030294j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006555+0.030267j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006503+0.030241j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006454+0.030217j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006407+0.030194j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006361+0.030172j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006318+0.030151j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006275+0.030131j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006234+0.030111j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006194+0.030092j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006155+0.030074j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006116+0.030055j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006079+0.030038j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006042+0.030020j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.006006+0.030003j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005970+0.029987j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005935+0.029971j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005901+0.029955j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005867+0.029939j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005833+0.029923j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005800+0.029908j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005768+0.029893j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005735+0.029878j,0.693148+3.141593j,0.693146+3.141592j,0.000000
-1.005703+0.029864j,0.693149+3.141593j,0.693146+3.141592j,0.000000
-1.005672+0.029850j,0.693149+3.141593j,0.693146+3.141592j,0.000000
