0.027724+0.853040j,0.001568+3.139219j,0.001568+3.139219j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
0.027724+0.853040j,0.001715+3.137561j,0.001425+3.140878j,0.000000
