-0.027788-0.851646j,0.000139+3.139924j,0.000139+3.139924j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
-0.027788-0.851646j,-0.001729+3.137172j,-0.001482+3.140732j,0.000000
