0.026891+0.851243j,-0.002840+3.141415j,-0.002840+3.141415j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
0.026891+0.851243j,-0.004351+3.142117j,-0.001331+3.140714j,0.000000
