-0.026923-0.853618j,0.003090+3.141525j,0.003090+3.141525j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
-0.026923-0.853618j,0.001486+3.140740j,0.004692+3.142308j,0.000000
