-0.888566+0.223791j,0.000000-3.141593j,0.000000-3.141593j,0.000000
-0.888669+0.223769j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888730+0.223756j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888782+0.223746j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888827+0.223736j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888870+0.223728j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888909+0.223720j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888946+0.223712j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.888982+0.223705j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889016+0.223698j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889049+0.223691j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889080+0.223685j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889111+0.223678j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889141+0.223672j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889171+0.223666j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889199+0.223661j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889227+0.223655j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889254+0.223649j,-0.000001-3.141592j,0.000001-3.141593j,0.000000
-0.889281+0.223644j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889308+0.223639j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889334+0.223634j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889359+0.223628j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889384+0.223623j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889409+0.223619j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889433+0.223614j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889457+0.223609j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889481+0.223604j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889505+0.223599j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889528+0.223595j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889551+0.223590j,-0.000002-3.141592j,0.000002-3.141593j,0.000000
-0.889573+0.223586j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889596+0.223581j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889618+0.223577j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889640+0.223573j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889662+0.223568j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889683+0.223564j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889704+0.223560j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889726+0.223556j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889747+0.223552j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
-0.889767+0.223548j,-0.000002-3.141592j,0.000002-3.141594j,0.000000
