-0.888566+0.223791j,0.000000-3.141593j,0.000000-3.141593j,0.000000
-0.888532+0.223891j,0.000000-3.141593j,-0.000000-3.141592j,0.000000
-0.888513+0.223950j,0.000000-3.141593j,-0.000000-3.141592j,0.000000
-0.888496+0.224000j,0.000000-3.141594j,-0.000000-3.141592j,0.000000
-0.888482+0.224044j,0.000000-3.141594j,-0.000000-3.141592j,0.000000
-0.888468+0.224085j,0.000000-3.141594j,-0.000000-3.141592j,0.000000
-0.888456+0.224123j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888444+0.224158j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888433+0.224193j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888422+0.224225j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888412+0.224257j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888401+0.224287j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888392+0.224317j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888382+0.224345j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888373+0.224373j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888364+0.224401j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888355+0.224427j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888346+0.224454j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888338+0.224479j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888329+0.224504j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888321+0.224529j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888313+0.224553j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888305+0.224577j,0.000000-3.141594j,-0.000000-3.141591j,0.000000
-0.888297+0.224601j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888290+0.224624j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888282+0.224647j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888275+0.224669j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888267+0.224691j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888260+0.224713j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888253+0.224735j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888246+0.224757j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888239+0.224778j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888232+0.224799j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888225+0.224819j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888218+0.224840j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888211+0.224860j,0.000000-3.141595j,-0.000000-3.141591j,0.000000
-0.888204+0.224880j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888198+0.224900j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888191+0.224920j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888185+0.224940j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888178+0.224959j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888172+0.224978j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888165+0.224997j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888159+0.225016j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888153+0.225035j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888147+0.225054j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888140+0.225072j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888134+0.225090j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888128+0.225109j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888122+0.225127j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888116+0.225145j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888110+0.225162j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
-0.888104+0.225180j,0.000000-3.141595j,-0.000000-3.141590j,0.000000
